mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_53175,CC#CC1C2CC2C1O,2.92401,1.08457,0.95198,1.7394,83.82,-0.2444,0.0435,0.2878,1329.2914,0.157986,-385.835936,-385.826457,-385.825513,-385.871461,34.164
gdb_117986,COCC(O)C(C)(C)C,2.33804,1.03291,0.87745,1.8955,85.72,-0.256,0.0666,0.3226,1505.3829,0.224894,-426.619136,-426.607262,-426.606318,-426.656226,43.37
gdb_83683,OC1C2OCC2C1C#C,2.42386,1.67498,1.35099,2.4029,73.14,-0.2459,0.0365,0.2824,1001.0614,0.135586,-421.749987,-421.742033,-421.741088,-421.782627,30.761
gdb_50752,O=CC1CCCOC=N1,3.2481,1.1778,0.90296,2.863,74.22,-0.2448,-0.0235,0.2213,1249.7456,0.147972,-439.100125,-439.091775,-439.090831,-439.133872,30.592
gdb_67615,OC12C3OC4C(NC14)C23,2.74552,2.22068,1.70075,1.2598,65.2,-0.2308,0.0699,0.3007,821.6662,0.127413,-437.832461,-437.826485,-437.825541,-437.862443,25.727
gdb_73213,OC12CCC1OC=NC2,2.53159,1.82653,1.37756,1.9763,71.34,-0.2411,0.0272,0.2683,974.3742,0.148794,-439.082153,-439.074357,-439.073413,-439.114459,30.335
gdb_60654,NC(=O)C(O)C1COC1,2.97115,1.12185,0.87601,3.2515,68.13,-0.2515,0.0086,0.26,1290.573,0.146864,-476.227293,-476.217886,-476.216942,-476.262761,33.441
gdb_114180,OCC1OC2(CC12)C=O,3.51248,1.06554,0.90032,4.1276,71.17,-0.2531,-0.0334,0.2197,1274.9907,0.134362,-458.919746,-458.911279,-458.910335,-458.95328,31.255
gdb_64748,NC1(CC#N)CNC1=O,2.66948,1.30122,1.11553,6.1495,69.55,-0.2406,0.0102,0.2508,1118.1821,0.124594,-434.09195,-434.082985,-434.082041,-434.12599,32.159
gdb_78176,CC1NC(=O)C2C1N2C,2.10771,1.7742,1.23301,3.9447,76.15,-0.2323,0.0194,0.2517,1088.0921,0.159909,-419.222836,-419.214249,-419.213305,-419.255886,32.628
gdb_78441,CN1C2C1C1CC2C1=O,3.13067,1.52475,1.3155,4.0693,76.64,-0.2314,0.0054,0.2368,1026.5955,0.148341,-401.904871,-401.89759,-401.896646,-401.936276,29.453
gdb_48261,C(C#N)C(CC#N)C=O,3.23969,0.90661,0.75509,5.666,70.55,-0.2823,-0.0578,0.2245,1416.6923,0.11041,-416.837463,-416.827932,-416.826988,-416.873658,31.729
gdb_8783,CCC(=O)C(=O)C#C,4.47898,1.28112,1.00839,0.3138,65.73,-0.2527,-0.1021,0.1506,1114.5558,0.103027,-382.531935,-382.522982,-382.522038,-382.566494,30.33
gdb_117673,CCCC(C)(O)C1CC1,3.06136,0.85559,0.81007,1.2993,89.13,-0.2559,0.0733,0.3292,1612.9225,0.226621,-389.485532,-389.474489,-389.473545,-389.521748,41.443
gdb_33011,CCOc1ncncn1,5.39874,0.98562,0.84222,2.0349,73.42,-0.2685,-0.0459,0.2226,1336.9489,0.126344,-434.127733,-434.119852,-434.118908,-434.160909,28.121
gdb_2090,CC1CC=CCO1,4.72979,2.4736,1.73387,1.073,65.75,-0.2415,0.0257,0.2671,750.24,0.149376,-309.730988,-309.72426,-309.723316,-309.761296,25.763
gdb_127788,CN1N=NC=C(C)C1=O,2.50028,1.83279,1.07155,0.8126,75.75,-0.2527,-0.0695,0.1832,1081.5807,0.124319,-434.085654,-434.077322,-434.076378,-434.118668,30.123
gdb_80349,OC1C2CC(C#N)C12O,2.22316,1.55003,1.38293,2.9159,68.59,-0.267,0.0215,0.2885,1013.5063,0.123483,-437.859042,-437.850561,-437.849617,-437.89188,31.828
gdb_51941,C(C=O)C#CCNC=O,5.32375,0.48344,0.46504,3.8591,77.39,-0.2526,-0.0351,0.2175,2233.8962,0.121466,-437.88584,-437.875666,-437.874722,-437.924974,33.11
gdb_72999,CC12OCC1C2(C)C=O,2.41377,1.58155,1.27372,1.595,77.42,-0.2401,-0.027,0.2131,1073.3111,0.156798,-423.00404,-422.994997,-422.994053,-423.037236,33.916
gdb_84474,CC1C=CC2(CN12)C=O,3.93429,1.20523,1.04581,3.2054,78.47,-0.2322,-0.0258,0.2064,1167.775,0.147118,-401.940405,-401.932229,-401.931285,-401.973042,31.26
gdb_85661,CC1CC(C#N)C(C)=C1,2.53722,1.23223,0.91547,4.0913,86.33,-0.251,0.0074,0.2583,1326.4,0.170934,-366.057072,-366.047812,-366.046868,-366.091175,34.39
gdb_74389,CC1=CC2(C)C3CN2C13,3.21558,1.55651,1.21083,1.6135,84.78,-0.2068,0.0043,0.2112,1093.2888,0.171112,-365.943301,-365.935342,-365.934397,-365.975218,32.053
gdb_91281,CN1CC2OC(=O)CC12,3.52451,1.27734,1.10147,4.7466,72.61,-0.2289,0.0164,0.2453,1133.4794,0.148454,-439.108221,-439.100419,-439.099475,-439.140804,29.628
gdb_75201,CC1=CCC2(O)CC12C,2.47887,1.60089,1.18087,1.1327,84.46,-0.217,0.0291,0.2461,1133.1894,0.181207,-387.099199,-387.089957,-387.089013,-387.132232,36.195
gdb_17863,CN1CC11C2CC1O2,4.32108,1.79239,1.55708,1.6252,69.12,-0.2351,0.0807,0.3158,863.0489,0.141602,-363.745546,-363.738514,-363.73757,-363.776501,27.412
gdb_38146,C1C2C=CC3OCCC123,2.79344,1.89587,1.39521,1.6971,79.26,-0.2349,0.0108,0.2458,966.2184,0.162319,-385.891282,-385.884386,-385.883441,-385.922331,28.512
gdb_84098,CC1C=C(C)C2(C)CC12,2.48159,1.46919,1.08585,0.3385,91.97,-0.2155,0.0299,0.2454,1241.1129,0.205287,-351.172147,-351.162721,-351.161776,-351.205481,36.949
gdb_72226,CC12CC3CCC1(O)C23,2.49124,1.8719,1.32156,1.3399,81.67,-0.2319,0.076,0.3079,1039.5385,0.183484,-387.077169,-387.06903,-387.068086,-387.109044,33.297
gdb_91034,CC1CC2C3CC3C12C,2.10827,1.73844,1.47666,0.2433,88.34,-0.2277,0.0843,0.312,1085.3372,0.206178,-351.109563,-351.101009,-351.100065,-351.141849,35.017
gdb_10564,COCC1(CO1)C=O,2.92704,1.59508,1.17074,2.681,62.77,-0.2572,-0.0357,0.2215,1040.676,0.127175,-420.844043,-420.835345,-420.8344,-420.87797,29.69
gdb_65262,CC1(CC1)C1COCO1,3.12693,1.26184,1.04713,1.2393,77.68,-0.252,0.0853,0.3373,1212.2169,0.18286,-424.214325,-424.205489,-424.204545,-424.248175,33.295
gdb_33758,N#CC12CC(N1)C21CC1,2.42444,1.65158,1.2711,4.2633,78.55,-0.2584,0.0049,0.2633,1036.1238,0.136971,-380.788133,-380.780626,-380.779681,-380.820045,29.511
gdb_79207,CC1C2C3CC1(C#C)N23,2.56317,1.65583,1.30122,1.9021,82.23,-0.2455,0.0174,0.2629,1037.6775,0.14731,-364.724666,-364.716714,-364.715769,-364.756792,31.456
gdb_84803,CC1C=CCC1C1CC1,2.88019,1.21142,0.95482,0.1352,90.37,-0.2344,0.0292,0.2637,1320.8113,0.206888,-351.157257,-351.148333,-351.147388,-351.190999,34.875
gdb_100357,COC(C)(CO)CC=O,2.15186,1.11027,0.95903,3.4263,75.42,-0.242,-0.0185,0.2235,1352.9588,0.1783,-461.35821,-461.347302,-461.346357,-461.394675,38.771
gdb_112180,CCC1OC(=N)C1(C)C,2.37139,1.23228,1.02657,2.681,83.87,-0.257,0.035,0.2919,1317.7677,0.192401,-404.36903,-404.358795,-404.357851,-404.404059,37.721
gdb_105477,CC#CC1(COC1)NC,2.21888,1.11311,0.85615,1.7562,84.23,-0.225,0.0443,0.2693,1444.6558,0.168945,-403.085209,-403.074809,-403.073865,-403.12221,36.047
gdb_3901,c1cc(=O)[nH]nc1,5.79468,2.86349,1.91646,3.0603,55.05,-0.2416,-0.0658,0.1759,604.5075,0.081654,-339.474134,-339.468985,-339.468041,-339.503018,19.353
gdb_116335,COC1OCCC2OC12,2.48263,1.62359,1.25268,1.6463,70.71,-0.2579,0.075,0.3329,1069.4389,0.159545,-460.12983,-460.121447,-460.120502,-460.163066,31.174
gdb_6603,CCC12CC(C)(C1)O2,4.70648,1.3872,1.3197,1.6064,75.95,-0.2269,0.0953,0.3222,1046.2498,0.175519,-348.959036,-348.950651,-348.949707,-348.991478,32.164
gdb_101929,COC(C1CC1)C(N)=O,2.0205,1.38654,0.96664,2.746,75.85,-0.231,0.031,0.262,1292.4505,0.169416,-440.29493,-440.284796,-440.283852,-440.330576,36.394
gdb_55696,CC1(COC1)NC(=O)N,3.16673,1.05642,1.02065,3.9235,71.81,-0.2478,0.047,0.2948,1258.4114,0.158802,-456.362607,-456.353121,-456.352177,-456.397262,34.96
gdb_96963,CN=C1OC2CC1(C)C2,2.69728,1.53734,1.16856,2.3155,82.24,-0.2415,0.0371,0.2786,1133.2806,0.171174,-403.147326,-403.1387,-403.137756,-403.180802,32.725
gdb_76055,NC1C(C#N)C11CCN1,2.63587,1.28732,1.11526,4.5817,77.42,-0.22,0.0251,0.2452,1158.7993,0.148482,-398.093675,-398.084727,-398.083783,-398.127625,32.793
gdb_82829,OC1C2CN3CC1(O)C23,2.36029,2.00375,1.51458,2.8087,70.34,-0.2046,0.0651,0.2697,930.2924,0.148099,-439.013148,-439.00546,-439.004516,-439.044815,30.689
gdb_85653,CC1OC(C#N)C(=O)O1,2.14183,1.72594,1.20261,4.0824,61.92,-0.3014,-0.0296,0.2718,1029.3471,0.100219,-473.867917,-473.859859,-473.858914,-473.901276,28.564
gdb_108459,OCC12OCC1CC2=O,2.26731,1.68567,1.27431,2.7622,68.12,-0.238,-0.0406,0.1974,1036.6454,0.134834,-458.934783,-458.926413,-458.925469,-458.968223,30.867
gdb_32507,C#Cc1c[nH]cc1CO,2.17115,1.50548,0.89396,1.3422,80.76,-0.203,0.0167,0.2197,1234.4289,0.124018,-400.748641,-400.739772,-400.738828,-400.782857,32.654
gdb_20387,c1c2c([nH]n1)NCC2,4.88224,2.03258,1.47051,3.2791,66.77,-0.1895,0.0413,0.2309,813.2191,0.124014,-358.851348,-358.845203,-358.844259,-358.881495,23.93
gdb_69629,OC12CC1C1(NC21)C#C,3.6142,1.19869,1.15643,1.1533,77.18,-0.2101,0.0247,0.2348,1103.7258,0.122304,-400.619189,-400.611215,-400.610271,-400.651217,31.954
gdb_121568,COCC#CCCCO,6.78204,0.38693,0.37879,1.2949,86.97,-0.2424,0.0413,0.2837,2868.7618,0.179248,-424.177322,-424.165767,-424.164823,-424.217081,38.407
gdb_113483,OCC1OC11CC2NC12,4.50687,0.94025,0.93209,2.7993,72.42,-0.2393,0.0653,0.3045,1304.7898,0.147184,-439.003744,-438.995489,-438.994544,-439.037024,31.39
gdb_38629,C1C2OC34COC(C13)C24,3.50666,1.99545,1.68673,1.3056,69.98,-0.2429,0.0661,0.3091,828.4527,0.139194,-421.749509,-421.743837,-421.742893,-421.779153,25.025
gdb_77993,CC1CC2(C#N)C(O)C12,3.06318,1.23776,1.04045,3.3467,78.45,-0.2615,0.0159,0.2774,1183.298,0.147599,-401.936723,-401.928073,-401.927129,-401.969673,32.85
gdb_55996,NC(=O)OC1COC1=N,3.55859,0.97066,0.88149,2.5588,64.17,-0.2706,0.0112,0.2818,1305.5684,0.112453,-491.114775,-491.106199,-491.105255,-491.149954,30.35
gdb_118829,OCCC1(O)CC1C=O,2.59114,0.87149,0.74394,2.9303,74.47,-0.2433,-0.0222,0.2212,1540.9898,0.155739,-460.146035,-460.135748,-460.134804,-460.181936,36.504
gdb_29139,Cc1cc(c(=O)oc1)N,3.14586,1.37751,0.96442,4.1007,78.73,-0.199,-0.0358,0.1632,1176.604,0.124917,-437.955562,-437.947396,-437.946451,-437.987999,31.292
gdb_40317,C1CC1C1(CO1)C1CO1,2.82857,1.40842,1.09967,2.5915,74.67,-0.257,0.0802,0.3373,1145.688,0.158214,-422.962408,-422.953906,-422.952962,-422.996132,31.904
gdb_117420,CCOC(=N)CCC#N,3.17051,0.72592,0.61099,3.2313,78.73,-0.2763,0.0095,0.2857,1792.9832,0.158154,-419.239136,-419.228928,-419.227984,-419.275998,35.092
gdb_4124,CC12NC1CC2=NO,3.75958,1.65556,1.28865,2.1755,69.6,-0.2271,0.0124,0.2395,951.6997,0.129602,-379.834021,-379.826253,-379.825309,-379.865857,29.298
gdb_82543,OC1C2NC3(CC3)C12O,2.36949,1.63596,1.36498,1.303,71.74,-0.2234,0.0688,0.2922,1023.1189,0.146738,-439.004076,-438.995717,-438.994773,-439.036554,32.998
gdb_117494,CCOC(=NC)C1CO1,2.8654,0.96811,0.77069,1.5634,79.46,-0.2365,0.0152,0.2517,1531.8484,0.168471,-440.259904,-440.24966,-440.248716,-440.296117,35.679
gdb_4984,c1cc(c(nc1)N)O,3.37699,2.34684,1.38597,2.659,68.53,-0.1977,-0.0034,0.1944,832.4473,0.109812,-378.787816,-378.781104,-378.78016,-378.818217,26.595
gdb_20503,CC#Cc1ncno1,9.58189,1.03884,0.94275,3.0119,69.84,-0.264,-0.0544,0.2096,1168.9816,0.083803,-377.499679,-377.492398,-377.491454,-377.534192,24.175
gdb_62454,CC1(C#N)C2OCOC12,3.73922,1.21102,1.17004,3.6541,69.7,-0.268,0.0193,0.2873,1080.3413,0.124012,-437.872866,-437.86467,-437.863726,-437.905992,29.65
gdb_83609,OC1C2OCC2(O)C1=O,2.40102,1.76892,1.19014,1.0221,61.79,-0.2558,-0.0512,0.2046,1003.6062,0.110784,-494.860459,-494.852334,-494.851389,-494.89319,30.199
gdb_64746,NC1(CC#C)COC1=N,2.69105,1.28202,1.11,1.404,74.73,-0.2468,0.018,0.2648,1146.1054,0.134895,-417.961372,-417.952282,-417.951337,-417.995284,33.691
gdb_20124,CC(N1CC1)C1OC1,3.57939,1.49249,1.13994,1.8728,71.68,-0.2392,0.0814,0.3206,1068.7153,0.164366,-365.006005,-364.997643,-364.996698,-365.039054,30.768
gdb_128270,CNc1[nH]nc(n1)NC,6.36407,0.87027,0.77705,2.7693,76.83,-0.1855,0.0541,0.2396,1478.8657,0.149433,-431.469542,-431.460011,-431.459067,-431.504038,33.643
gdb_36776,C1C(CO1)CCCC#N,5.99894,0.55265,0.52785,3.13,79.89,-0.2527,0.0317,0.2844,2014.2085,0.170857,-403.14458,-403.134982,-403.134037,-403.18102,33.216
gdb_35629,C#CC1CC=CC2CN12,2.41381,1.76154,1.36528,1.1234,81.9,-0.2197,0.0123,0.232,1007.8096,0.14831,-364.750916,-364.743106,-364.742162,-364.78306,31.04
gdb_85973,CC1CC(C)(C1)C1CC1,3.30851,0.9722,0.92661,0.1253,93.12,-0.261,0.0847,0.3457,1456.2486,0.228385,-352.341019,-352.331146,-352.330201,-352.37576,38.474
gdb_110647,COC1C2C3OC3C12C,2.5008,1.60675,1.2169,2.4321,75.68,-0.2174,0.0572,0.2745,1098.4336,0.156449,-422.924816,-422.915961,-422.915016,-422.95852,33.065
gdb_15014,OCC1COCCO1,4.297,1.43647,1.14693,1.7038,64.24,-0.2426,0.0785,0.3212,1032.6151,0.155299,-422.066434,-422.058859,-422.057915,-422.098307,28.707
gdb_126773,CCn1c(=O)[nH]c(n1)N,2.60734,1.36369,0.95177,3.7122,72.03,-0.1997,0.0411,0.2408,1228.6765,0.137464,-451.378008,-451.369099,-451.368155,-451.412071,32.515
gdb_63250,CC1(O)C=CCCC=C1,2.54854,1.41091,1.15834,1.5685,85.56,-0.2391,0.0143,0.2534,1169.9788,0.182469,-387.095253,-387.086273,-387.085329,-387.128442,35.452
gdb_88530,CC1CN1C12CN(C1)C2,3.2918,1.27337,1.13733,2.2422,83.31,-0.2248,0.0792,0.304,1169.1064,0.183527,-383.158939,-383.150758,-383.149814,-383.192111,32.209
gdb_55121,CC(=O)N1CC2CC12C,2.65482,1.45068,1.11485,3.4747,80.87,-0.2252,0.031,0.2562,1166.4249,0.169543,-403.152956,-403.143588,-403.142644,-403.187455,34.393
gdb_81535,CN1C2CC1C2(C)C=O,2.93194,1.43741,1.14168,2.5163,81.26,-0.2093,-0.0239,0.1854,1126.0806,0.168753,-403.061288,-403.052269,-403.051325,-403.094905,34.028
gdb_7916,CC1OC(=N)C=C1N,3.48441,1.84237,1.28554,5.3457,71.53,-0.2121,0.0013,0.2135,937.5218,0.131638,-379.957341,-379.949711,-379.948766,-379.988923,29.259
gdb_63060,CC1(C)C2OC3CC2C13,3.14982,1.66652,1.41078,1.5138,81.43,-0.2356,0.0875,0.3231,1012.4095,0.183405,-387.053824,-387.046138,-387.045194,-387.085302,31.936
gdb_81401,OC1C2CC1C(C2)C#C,4.01467,1.11852,1.0658,1.0904,80.7,-0.2478,0.0493,0.2971,1178.7902,0.159761,-385.839339,-385.831211,-385.830267,-385.871661,32.492
gdb_63631,CC1(C)OC1C1(O)CC1,3.01387,1.12495,1.05037,1.6948,79.62,-0.2375,0.0843,0.3218,1279.3121,0.179607,-424.202095,-424.192395,-424.191451,-424.236171,37.288
gdb_115794,CC12COC(CO)C1N2,4.099,1.06251,0.948,2.0671,74.84,-0.2491,0.084,0.3331,1285.0089,0.171658,-440.266014,-440.257279,-440.256334,-440.299265,33.323
gdb_97476,[NH3+]CC#CC#CC([O-])=O,5.74161,0.49141,0.45509,22.6486,115.66,-0.1791,-0.0726,0.1065,2250.0576,0.098441,-436.565876,-436.55563,-436.554685,-436.603654,33.21
gdb_132544,Cc1cnc(c(n1)O)F,3.16535,1.4047,0.97882,2.9459,68.73,-0.2417,-0.0461,0.1956,1117.6217,0.100926,-478.037897,-478.030304,-478.02936,-478.070212,28.255
gdb_92270,CC1CC2OC=NC12C,2.26506,1.69227,1.49517,1.408,78.04,-0.2424,0.0199,0.2622,1031.8044,0.171511,-403.165999,-403.157661,-403.156717,-403.198665,32.394
gdb_35413,N#CC1OC2C3NC3C12,3.10566,1.68249,1.38676,5.7019,68.38,-0.2467,0.0057,0.2524,924.4886,0.11384,-416.726463,-416.719669,-416.718724,-416.757721,26.587
gdb_115569,CCC1COC1(C)C=O,2.67911,1.0817,1.00779,3.7465,79.34,-0.2376,-0.0233,0.2143,1329.009,0.179574,-424.222392,-424.212268,-424.211324,-424.257914,36.247
gdb_121091,CCCC1COC(C)=N1,3.55081,0.82798,0.71932,0.9848,84.64,-0.2391,0.0301,0.2692,1665.4472,0.193883,-404.387206,-404.377222,-404.376278,-404.423173,35.642
gdb_38700,C1C2CC3CC=CC12O3,2.75233,2.0799,1.56408,1.4928,79.2,-0.2186,0.0153,0.2338,912.7278,0.162084,-385.87179,-385.865143,-385.864199,-385.90233,28.533
gdb_72223,OC12CC3CCC(C1)C23,3.08541,1.62628,1.31783,1.178,80.47,-0.2409,0.0763,0.3171,1030.9843,0.184765,-387.081212,-387.073601,-387.072657,-387.11299,31.378
gdb_26170,CN(C)c1ccoc1N,2.63849,1.32376,1.066,1.3641,79.44,-0.1816,0.0382,0.2198,1204.215,0.159237,-419.213871,-419.204614,-419.20367,-419.24802,34.433
gdb_27852,NC1=NC(=N)OC(O)=C1,2.13039,1.84863,0.98998,4.5477,71.71,-0.2126,-0.0195,0.1931,1102.4738,0.101678,-470.05814,-470.050228,-470.049284,-470.090481,30.251
gdb_41565,C1OC2C1C1C=CCC21,2.91459,1.76455,1.62366,1.5301,78.48,-0.2331,0.0233,0.2564,925.985,0.162376,-385.862739,-385.856054,-385.85511,-385.893758,27.58
gdb_1556,CC(CCO)C=O,5.01499,1.24325,1.06355,3.4376,61.53,-0.2471,-0.0198,0.2273,1079.6708,0.145663,-346.859809,-346.850881,-346.849937,-346.894188,29.991
gdb_114673,CCC1CC2CC1C=C2,3.14288,1.25436,1.19126,0.1611,88.85,-0.2312,0.0233,0.2545,1197.7217,0.209013,-351.172658,-351.164686,-351.163742,-351.204891,32.828
gdb_87305,CC1OC1(CC#N)C#C,2.19384,1.3394,0.95772,5.1638,75.99,-0.2758,0.007,0.2828,1241.1296,0.120894,-400.707772,-400.698308,-400.697364,-400.742514,33.788
gdb_111677,OCC1C2OCC(=O)C12,2.84366,1.22851,1.11879,1.2953,68.84,-0.2464,-0.0259,0.2205,1138.8411,0.13525,-458.950973,-458.94256,-458.941616,-458.984726,30.661
gdb_8241,CC(C)OC1COC1,4.56979,1.06954,1.0214,2.3339,71.77,-0.2447,0.0686,0.3132,1242.5061,0.175129,-386.114123,-386.104983,-386.104039,-386.148929,32.387
gdb_47153,C#CCC1=CCNC1=O,3.32179,1.12758,0.85059,3.6925,76.87,-0.2465,-0.0228,0.2237,1290.3089,0.123786,-400.76739,-400.75876,-400.757816,-400.801452,31.437
gdb_110317,CCC1C2C(O)CC12C,2.10272,1.47096,1.03285,1.5613,86.53,-0.2418,0.0722,0.314,1282.9947,0.204869,-388.269331,-388.259494,-388.25855,-388.303563,37.667
gdb_103070,CC1C(C)(C)C1(O)CO,2.0677,1.30594,1.10678,2.0314,82.86,-0.2314,0.0619,0.2934,1284.5023,0.202189,-425.415711,-425.404468,-425.403524,-425.45119,41.588
gdb_107655,OCC12OC1CCC=C2,3.26678,1.2781,1.04547,2.2821,76.46,-0.2458,0.0035,0.2492,1179.6871,0.160122,-423.016882,-423.008588,-423.007643,-423.049995,31.82
gdb_130965,c1[nH]c(=NCC=O)[nH]n1,7.26949,0.7253,0.6622,4.459,70.57,-0.2069,-0.0149,0.1919,1566.6955,0.111989,-450.134159,-450.12524,-450.124296,-450.169979,30.035
gdb_84729,CC1=CC=CC=CC1O,2.35081,1.60003,1.25361,1.4781,87.91,-0.2182,-0.0388,0.1794,1095.5452,0.160316,-385.911009,-385.902551,-385.901607,-385.943748,32.816
gdb_122050,CCCCN(C=O)C=O,3.33094,0.68782,0.62135,6.0184,78.64,-0.2508,-0.0353,0.2155,1839.0338,0.168405,-440.331415,-440.320868,-440.319924,-440.368889,35.783
gdb_99802,COC(C)(C#N)C#CC,2.4157,0.99285,0.87249,3.4075,82.33,-0.2682,0.0018,0.27,1456.6534,0.143247,-401.920632,-401.909588,-401.908644,-401.959531,37.347
gdb_17432,CC1C2C3CC1(C)N23,2.70764,2.51126,1.85684,1.7116,74.06,-0.2376,0.0811,0.3187,831.8127,0.166017,-327.881976,-327.874565,-327.873621,-327.91307,29.234
gdb_90473,CC1CC2C(C=O)N2C1,2.47357,1.59319,1.29895,1.5101,79.72,-0.2355,-0.0358,0.1997,1072.4351,0.171762,-403.141772,-403.133462,-403.132518,-403.174556,32.051
gdb_90763,CC1CC2C1CCC2O,3.06717,1.27298,1.11176,1.6879,83.84,-0.2505,0.0643,0.3148,1207.0165,0.207544,-388.297819,-388.289121,-388.288177,-388.330784,34.818
gdb_28624,c1c(cnc(n1)C=O)N,5.42232,1.04346,0.87551,6.9364,78.4,-0.2406,-0.0625,0.1782,1230.6526,0.102373,-432.925462,-432.91789,-432.916946,-432.957625,28.161
gdb_52906,CC#CC1(CC=O)CO1,1.73199,1.24454,0.79028,2.8604,78.44,-0.2472,-0.0258,0.2215,1456.2685,0.131619,-421.786483,-421.776348,-421.775404,-421.8241,34.074
gdb_25639,CC#Cc1cc(c[nH]1)C,6.22966,0.72059,0.65111,1.5892,97.73,-0.1876,0.0106,0.1982,1741.2375,0.147336,-364.842396,-364.83276,-364.831816,-364.878707,33.948
gdb_4540,Cc1cc(n(c1)C)N,3.87323,1.63812,1.17311,1.6297,76.74,-0.1777,0.0578,0.2355,1040.3809,0.154315,-344.021154,-344.012357,-344.011412,-344.054271,31.865
gdb_49113,O=CC1=C2CCC2OC1,3.11941,1.3341,1.00194,3.8439,79.94,-0.2453,-0.0638,0.1815,1158.887,0.136256,-421.810525,-421.80281,-421.801866,-421.843078,28.874
gdb_43175,O=C1C2CNC1COC2,2.22574,1.85039,1.75687,2.353,70.53,-0.2287,-0.0189,0.2098,918.4176,0.151195,-439.096614,-439.089503,-439.088559,-439.12802,28.248
gdb_108770,CCC1=CC(=O)COC1,2.96376,1.11966,0.88139,3.9396,81.08,-0.2305,-0.051,0.1796,1344.8022,0.159124,-423.056549,-423.04771,-423.046766,-423.090642,32.467
gdb_95578,CC1CCC=CCC1C,2.15605,1.49974,1.07792,0.2493,93.3,-0.2334,0.0232,0.2566,1268.4382,0.230436,-352.377697,-352.368196,-352.367252,-352.411353,37.573
gdb_23258,ON=C1C2CC2NC1=O,2.961,1.52807,1.09248,3.6443,71.5,-0.2388,-0.0432,0.1956,1058.5405,0.113673,-453.921169,-453.913682,-453.912738,-453.953157,28.983
gdb_125513,Cc1cnn(n1)CC#N,4.02508,0.99701,0.90937,3.7187,72.69,-0.2684,-0.0214,0.247,1287.0492,0.113695,-413.006679,-412.998294,-412.99735,-413.041472,28.73
gdb_124443,CC(C)(C)c1cnoc1,3.09872,1.16974,1.04523,3.3422,79.71,-0.2537,-0.0077,0.246,1236.5215,0.169934,-403.154275,-403.145188,-403.144244,-403.188098,34.472
gdb_51763,O=CNC1COC1C#C,2.61653,1.16895,0.89458,2.8204,72.41,-0.2611,0.0057,0.2668,1268.4144,0.123087,-437.847902,-437.839077,-437.838133,-437.882612,31.353
gdb_37060,C1C23COCC12N=CN3,3.29151,1.78118,1.53495,3.068,70.79,-0.2255,0.0146,0.2401,892.7595,0.139445,-417.993464,-417.986861,-417.985917,-418.024004,27.3
gdb_102672,CCC(CC)NCC#N,2.65928,0.92753,0.75658,3.1399,86.39,-0.2387,0.0267,0.2653,1580.9775,0.204493,-384.478185,-384.467058,-384.466113,-384.515264,39.581
gdb_19671,C#CC1C2C3OC1C23,5.0124,1.81197,1.68561,1.9769,66.01,-0.2357,0.0372,0.273,782.7657,0.106863,-345.291533,-345.285313,-345.284369,-345.321745,24.735
gdb_21368,c1c2c([nH]n1)nc[nH]2,5.5943,2.24716,1.60318,3.0211,60.96,-0.2197,-0.0013,0.2184,713.1172,0.089197,-373.727769,-373.722354,-373.72141,-373.757031,21.241
gdb_114835,COC1CC2CC1CO2,3.1799,1.30492,1.24146,2.1529,77.71,-0.2353,0.0809,0.3162,1128.3327,0.184824,-424.227407,-424.219491,-424.218547,-424.259852,31.202
gdb_3485,C1C2CC3CC2C13,4.62141,3.43464,3.01301,0.0707,66.84,-0.2686,0.1042,0.3728,571.2402,0.152423,-272.551442,-272.546569,-272.545625,-272.579624,21.303
gdb_81461,OC1C2CC1C1CC1C2,2.90917,1.52862,1.38805,1.3513,80.59,-0.2472,0.08,0.3271,1035.9987,0.185635,-387.06931,-387.061934,-387.06099,-387.100481,31.29
gdb_106184,OCC12C3CC1OCC23,2.69098,1.51802,1.35256,2.3352,74.08,-0.2375,0.072,0.3095,1038.2265,0.160927,-422.990215,-422.982477,-422.981533,-423.022619,30.216
gdb_91645,CC1(C)C2CC(O)C1O2,2.4687,1.65277,1.34308,1.7094,77.45,-0.2437,0.0666,0.3103,1060.6402,0.18236,-424.204599,-424.195939,-424.194995,-424.237038,34.669
gdb_45636,C#CCC1=CCC(=O)N1,3.3987,1.05868,0.85387,3.4339,77.06,-0.2167,-0.0028,0.2139,1310.7798,0.123436,-400.764756,-400.756266,-400.755321,-400.798468,31.64
gdb_19002,O=C1CN2C3CC2C13,5.15866,1.96837,1.70973,2.3026,65.06,-0.224,-0.0185,0.2056,761.5524,0.120908,-362.615769,-362.61009,-362.609146,-362.645414,23.093
gdb_107581,CCC12NC1CCC2=O,2.63437,1.52274,1.11425,3.0716,78.82,-0.2278,-0.0146,0.2133,1151.2299,0.171671,-403.166053,-403.157431,-403.156487,-403.199257,32.98
gdb_80637,OC1C2CC(C2)C1C#C,2.83294,1.5569,1.26667,1.4382,80.72,-0.2564,0.0383,0.2947,1045.3836,0.159957,-385.8448,-385.836777,-385.835833,-385.877073,32.071
